Name,User ID,Followers,Followed,Tweets,Listed Count,Favourites Count,Media Count,Verified,Joined Twitter Date (UTC),Location,Description,Tweeted Search Term?,Pinned Tweet ID,URL,Is Blue Verified,LABEL
Mr Kennedy,1.40E+18,1945,1763,57202,2,90546,113,FALSE,5/29/2021 13:51,,"Blue is the colour
💙 💯💪 @chelseafc all the way",Yes,,,FALSE,1
Collins Otieno 🇰🇪,1.26E+18,416,1003,2306,0,5477,69,FALSE,5/19/2020 16:06,"Mombasa, Kenya","Biomedical Engineering technologists ,Autocad pro

0740 724302",Yes,,,FALSE,1
NAIROBI POLITICAL COMMENTATOR,3724504878,1053,5014,4515,2,11795,22,FALSE,9/29/2015 10:02,"Nairobi, Kenya","Environmentalist, a landscape photographer, a writer, Adventurer, book-lover.",Yes,,https://t.co/pN5qQBiZtj,FALSE,0
Thanos,1.51E+18,5144,807,76033,3,80000,6598,FALSE,3/28/2022 19:50,,"I am inevitable.

#GUNNER.  TukTuk Chairman",Yes,1.73E+18,,FALSE,0
shaban mohamed,1893427104,415,1073,4699,0,7126,2,FALSE,9/22/2013 11:44,meru kenya,,Yes,,,FALSE,0
Micks,291688390,1738,450,24217,2,57323,161,FALSE,5/2/2011 13:15,Leicester | Nairobi ,,Yes,1.74E+18,,FALSE,0
Gabriella Achieng',825026648,517,216,39168,1,120194,430,FALSE,9/15/2012 10:51,,"🇰🇪 Photographer, Cinematographer | Jagoro Pictures",Yes,,https://t.co/HDZeqSDzSf,FALSE,1
jaba script🐾,1.65E+18,663,618,9645,0,33602,732,FALSE,4/12/2023 13:08,Nairobi,don't trust the process trust you!!,Yes,1.80E+18,,FALSE,0
"Monari, Peter Joseph Ph.D",1401523615,3547,7499,95619,9,104451,5116,FALSE,5/4/2013 6:01,Global,"Partnerships, Resource Mobilization & Fundraising | Green Skills Expert | TVET | Digital Skills & Connectivity Expert. Retweet ≠ Approval.",Yes,,,FALSE,1
Dennis Delton,1.03E+18,138,301,1829,0,4625,25,FALSE,8/18/2018 10:19,"Mombasa, Kenya",Finance| Nature enthusiast.☘️ | GGMU⚽️ | Crafting a meaningful journey. 🌍 #PassionateExplorer,Yes,1.77E+18,,FALSE,0
S. K. Nganga Accounts Insurance Properties,505752103,278,1129,4139,1,13701,94,FALSE,2/27/2012 10:59,Nairobi,"Personal Finance Planning, https://t.co/RrciJ0D6Fh #Insurance #Investing Saving, #Properties #land #plots",Yes,,https://t.co/4pblfB2JZ7,FALSE,0
3pantawm $lingo $AVRK,1.77E+18,502,690,4399,0,2686,59,FALSE,3/29/2024 18:24,,,Yes,1.81E+18,,FALSE,0
Zentry ⚡,1.74E+18,67218,64,261,93,948,99,FALSE,1/5/2024 11:13,zentry.com,We are building the game of games.,No,1.79E+18,https://t.co/dZcDciwNYX,FALSE,1
flo :),1.76E+18,509,598,5882,2,4102,59,FALSE,2/20/2024 22:05,,گوش کن با لب خاموش سخن می گویم✨,Yes,1.81E+18,,FALSE,0
Lingo,1.58E+18,506999,23,378,374,656,132,FALSE,10/14/2022 15:59,Paris,"$Lingo Presale Begins June 27.

Gamified, RWA-powered rewards token for the next billion in Web3. Building on @base and @solana.",Yes,1.81E+18,https://t.co/nScUSiLFTl,TRUE,1
Purplesam kinuthia,9.12E+17,66,129,239,0,3571,40,FALSE,9/25/2017 5:09,Kiambu kenya,Closer to Thee,Yes,,,FALSE,1
ythera,1.18E+18,2517,2374,16990,8,35860,173,FALSE,10/8/2019 19:23,N/A🤣,"Happiness is the highest good.
True healing comes when we say: I no longer expect myself to be a perfect human being because that does not exist.",Yes,1.63E+18,,FALSE,0
Luo Man with some Power👌,7.10E+17,1355,529,21361,0,6309,160,FALSE,3/15/2016 10:32,,"Open Minded positivist 
bound by a hint of realism",Yes,1.63E+18,,FALSE,1
Gunner001🏹,1.04E+18,173,186,2424,0,2727,53,FALSE,9/17/2018 18:48,In my head,"Gunner001 ⚪🔴 @arsenal

Mungu mbele🇰🇪

#dls merchant 
№ .....
ifb💯
Revolution will be televised 📸🤳 it's not just about #RejectFinanceBill2024",Yes,1.62E+18,,FALSE,1
hassan khalfan,8.61E+17,84,822,10060,0,10684,788,FALSE,5/5/2017 19:29,Kenya,👨‍🎓,Yes,,,FALSE,0
Joseph,1.35E+18,60,166,6575,0,8012,0,FALSE,1/16/2021 12:18,,,Yes,,,FALSE,0
James Kariuki,8.52E+17,180,327,1710,0,8596,85,FALSE,4/11/2017 17:51,"Ruiru, Kenya",@epitomemotors1 @epitomesoundz1,Yes,,https://t.co/8f2lWgq8Lt,FALSE,0
Omar Juma,1.38E+18,148,331,2266,0,2679,34,FALSE,4/1/2021 11:43,,"Unity, Identity, nationalism is my main pillar!",No,,,FALSE,0
Agostino Ndubi,2323489672,766,4385,5829,4,21179,164,FALSE,2/4/2014 8:16,"Nairobi, Kenya",Football enthusiast,Yes,,,FALSE,0
Muriithi N,281435983,1065,683,18416,3,8090,2715,FALSE,4/13/2011 8:46,Australia,Project Planning & Management Consultant at PEAK/ CEO YAE Global/Psychiatric & Mental Health Practioner,Yes,1.74E+18,https://t.co/UhCe7Zfxy0,FALSE,0
Karani✨,1.63E+18,5144,4576,158741,2,166352,189,FALSE,2/27/2023 10:44,,maybe 10k....,Yes,1.77E+18,,FALSE,0
MIKE MARSHALL,9.05E+17,514,510,3525,0,1502,117,FALSE,9/5/2017 12:49,Rongai,Football • Food • Politics,Yes,,,FALSE,1
richvine🤎,1.23E+18,147,85,5915,0,26193,19,FALSE,3/1/2020 5:35,"Nairobi, Kenya",Entrepreneur | travel enthusiast | gourmet,Yes,,,FALSE,1
Miss Mwangi 😘,201642986,737,1361,5770,1,28308,35,FALSE,10/12/2010 9:15,kenya,God's daughter ☆♤ Proud Cancer Zodiac sign ☆♧ Mama of an adorable Boy ☆□ Art enthusiast ☆◇ Creative writer ☆○ Biker Mom ☆♡ Adventure Enthusiast ☆♡,Yes,,https://t.co/EJkedzemSt,FALSE,1
Eric mwenda,107025401,519,1768,12603,2,7611,73,FALSE,1/21/2010 10:43,"Nairobi, Kenya","If u need it;I have it,if I don't have;I can get it for u,if I can't,it doesn't really exist!",Yes,,,FALSE,0
ADAM SILVIA,8.47E+17,119,526,5543,0,41924,9,FALSE,3/29/2017 19:29,,,Yes,,,FALSE,0
vincent,1.24E+18,144,188,4061,0,22766,18,FALSE,3/10/2020 18:27,"Nairobi, Kenya",Leben. Liebe❤️. Einfach✌️,Yes,1.60E+18,https://t.co/t3zynyXxcM,FALSE,0
Mhunzi mtakatifu,587642690,347,325,54586,3,162254,192,FALSE,5/22/2012 18:28,Middle Earth ,emeth@8333.mobi,Yes,,,FALSE,0
25th June 2024✊🏾,1.55E+18,286,346,10338,0,29277,296,FALSE,7/13/2022 16:29,"Nairobi, Kenya","Remember the name... Leo Messi⚽ 
...
I don't give a damn of what you think 😵‍💫💯
am doing it for me❤️🤗😌.
Activist since 18 June 2024✊🏾.",Yes,,,FALSE,1
BLUE 🇸🇳🇲🇷❤️,3043330700,255,233,4344,0,7033,29,FALSE,2/26/2015 12:01,,,Yes,,,FALSE,0
Pretty introverted Boy🌴,1.45E+18,92,120,16672,0,23473,126,FALSE,10/7/2021 7:57,,I'm here for a good time not a long time,Yes,1.70E+18,https://t.co/EtGGCUWTEn,FALSE,1
Posh spiceee🥡,1.30E+18,888,319,24370,0,40782,400,FALSE,8/20/2020 11:30,,His💍||Makeup Artist ||Fashion Enthusiast ||Foodie|| I wanna be defined by the things that I love🫧,Yes,,,FALSE,0
BaddiewaYESU,9.87E+17,522,477,32377,0,77711,271,FALSE,4/20/2018 18:14,,"MARRIED (to Christ)
All Things Are Working For My Good
Uko In The Mix With The Best ENJOY
HUMANITY! That's What I STRIVE FOR!
BE KIND, It Goes A Very Long Way!!",No,1.81E+18,,FALSE,1
Elsie Njoroge,1715881429,24,25,2513,0,4341,54,FALSE,8/31/2013 14:36,,i am a God. bow doooown madafacka ;D,Yes,,,FALSE,1
أبو مراد,1.33E+18,14949,6572,15251,30,37111,2010,FALSE,11/18/2020 22:50,اليمن المجاهد,اللهم اجعلنا من القوم الذين تحبهم ويحبونك,Yes,1.78E+18,,FALSE,0
ابو مثنى,1.74E+18,10,22,140,0,103,11,FALSE,12/20/2023 13:18,,,Yes,,,FALSE,0
israelonyach,2978158521,478,310,867,0,4060,97,FALSE,1/14/2015 15:10,"Nairobi, Kenya",I'd sing to save my life Songwriter | Music producer @watendawili,Yes,1.81E+18,https://t.co/V5cGPaxAC7,FALSE,0
NEVYLE AJANGA,3189714268,259,451,2045,0,668,21,FALSE,4/21/2015 6:57,"Nairobi, Kenya",Human Resource Manager,Yes,,,FALSE,1
Mr. D,95649370,904,2571,26910,1,45425,1021,FALSE,12/9/2009 13:50,Relocating... ,"💼| Goal Getter || ICT Tech 
💭| Art || 📸 ||| ✈️🌍
🎬| Video Editor. #EditorInMaking 💪
Life is more easier when we go straight to the point.
#BigBoywithBigGOD",Yes,,,FALSE,1
"25th June, 2024",1.13E+18,3945,5022,10088,2,42657,344,FALSE,5/6/2019 22:17,Nairobi Kenya,,Yes,1.49E+18,,FALSE,0
Kimeumaana,1.11E+18,1501,578,23407,0,90547,775,FALSE,4/4/2019 18:16,Everywhere🚀,1 of 1 🥷   #YNWA,Yes,1.75E+18,,FALSE,1
kimani wa mburu,50589339,1152,1311,36144,16,8770,1224,FALSE,6/25/2009 8:19,"Nairobi, KE 🇰🇪",Decolonise your dogs. #KenyaShepherd,Yes,,,FALSE,1
root,7.96E+17,370,323,5317,5,105122,301,FALSE,11/9/2016 12:45,,,Yes,,,FALSE,0
Zackary,1640230878,772,554,29586,3,110610,321,FALSE,8/2/2013 11:36,,,Yes,,,FALSE,0
Miss_Kilunda👑🌹,1.27E+18,110,131,571,0,242,18,FALSE,5/28/2020 5:52,"Mombasa, Kenya",Programmer|| Poet|| Lover of good music|| Business Oriented|| Short Stories|| Founder Bridging The Gap Initiative.,Yes,,https://t.co/5A2eoCl8Au,FALSE,1
Ayusā-sama 🥷🏾,1.46E+18,1734,467,12810,2,4460,702,FALSE,11/26/2021 16:22,"Nairobi, Kenya",#Rejectfinancebill2024🇰🇪 ||Pro Palestine 🇵🇸,Yes,,,FALSE,0
ETA,1.51E+18,153,355,2718,2,67306,20,FALSE,3/28/2022 6:49,kutoka block,",☕ICYAANESPRESSO",Yes,,,FALSE,1
Bukowski's Girl Version,1.07E+18,475,143,61695,0,148264,413,FALSE,12/10/2018 4:30,,"لقد أنعم الله علي رغم كل شيء
ARTIST. ALCHEMIST. STORY TELLER. A CROCHETER. RADICAL. SINGER. LOVER.
#REJECTFINANCEBILL2024
RATHER DO IT SHAKING BUT DO IT ANYWAYS",Yes,1.37E+18,https://t.co/YIGKEWvif4,FALSE,1
ONSASE🇰🇪🇺🇸,1122501770,815,1367,6199,2,12219,191,FALSE,1/26/2013 16:34,,"Advocate of the High Court of Kenya. Managing Partner, Marube Law Africa. Email:lawmarube@gmail.com.",Yes,,,FALSE,1
Dennis Ogada,1.50E+18,71,568,2847,0,1346,0,FALSE,2/27/2022 18:26,"Nairobi, Kenya","🎓Architect
👔Fashion enthusiast
💼Entrepreneur",Yes,1.67E+18,,FALSE,1
Abdirizack Hussein🇰🇪,1.17E+18,1228,3848,230,0,323,37,FALSE,9/9/2019 4:41,"Nairobi, Kenya","Experienced Security Consultant With Wealth of Knowledge in Loss Prevention, Security Management,Forensic Investigations,Cyber Crime and Digital Forensic Expert",Yes,,https://t.co/tQqabl59LM,TRUE,1
Kímonyi Ikoma,1.71E+18,93,98,3406,0,989,29,FALSE,10/2/2023 10:09,,Múkamba kívindyo!,Yes,1.80E+18,,FALSE,0
K junior,9.58E+17,102,174,3299,0,3023,2,FALSE,1/29/2018 4:35,"Nairobi, Kenya",social life,Yes,,,FALSE,0
Daniel Safari,1.61E+18,288,366,7134,1,20819,23,FALSE,12/27/2022 10:23,"Rehema Place, Kilimani",,Yes,1.80E+18,,FALSE,0
“nyawera✨”,1.13E+18,118,267,5391,0,23764,5,FALSE,5/7/2019 10:55,,💛,Yes,,,FALSE,0
IllumiNaughty,284462046,2944,437,115881,21,119390,6305,FALSE,4/19/2011 9:53, Kenya,Candid.  Stubborn. Miss-construed. Petty .Gooner 💯. ♉️ .,Yes,1.64E+18,,FALSE,1
Marley Ndlovu MD🇰🇪,282113349,2251,2083,63909,9,26243,514,FALSE,4/14/2011 15:34,Kibirigwi,High priest of the Celtic Pagans and the druidic order of Constantine. Kibirigwi’s finest.,Yes,1.57E+18,,FALSE,1
Mwix,3305143913,444,255,11866,5,18880,212,FALSE,5/31/2015 23:18,,,Yes,,,FALSE,0
Mwango Capital,1.32E+18,128361,967,68106,252,90241,35372,FALSE,11/1/2020 10:45,,"|❤️Financial Research & Analysis on East Africa Markets|
|🗞️Newsletter: https://t.co/vXkqHKrslm|
|💬WhatsApp: https://t.co/aiPsJmwtqB…|",Yes,1.81E+18,https://t.co/vXkqHKrslm,TRUE,1
elly b.,1.77E+18,19,210,626,0,66,1,FALSE,3/23/2024 14:20,,"Do good, be good...",Yes,,,FALSE,0
4Peat🕺,1.33E+18,626,2837,19128,1,89035,286,FALSE,11/18/2020 9:45,"moscow,Russia","🩵Treble winners 2023
🩵4 in a row 2024",Yes,1.81E+18,,FALSE,0
moenga kevin,839511997,331,390,4200,0,31308,40,FALSE,9/22/2012 10:28,"Nairobi, Kenya",,Yes,,,FALSE,0
Sam Lewinsky cus i couldn't get the stain out 🇵🇸,1.08E+18,439,465,8375,0,60003,6,FALSE,1/5/2019 15:54,gag city 🩷,🇰🇪🇰🇪🇰🇪   🩷🦄. nicki is the only reason i have Twitter on my phone. and my country 🇰🇪is the other reason. soon to be pharmacist,Yes,,,FALSE,0
R Johnte,1.35E+18,712,1346,5557,0,17968,38,FALSE,1/3/2021 21:37,,"wild 
chasing the bag💰",Yes,1.81E+18,,FALSE,1
Ruckus,1.46E+18,448,494,53812,1,128153,76,FALSE,11/21/2021 17:13,.,NGWARE alfajiri tuko on! unaeza dhani ni majira..,Yes,1.50E+18,,FALSE,0
Tony Gray official,1.53E+18,435,48,4726,0,46236,348,FALSE,5/19/2022 13:40,kirinyaga,"Singer, songwriter and music producer",Yes,,,FALSE,0
yoot,1.69E+18,112,88,22028,0,7595,36,FALSE,8/15/2023 11:14,,"Arsenal Fan 
Area Boy",Yes,,,FALSE,0
🐘🧸Scott Kasogu Scottie🧸🐘,2986349307,1344,4189,13425,3,15271,63,FALSE,1/19/2015 21:19,Nairobi-Kenya ,God fearing guy☺ 🐘 High life 🍁🍂🍁🔥🔥 Arsenal fan🔥🔥 Life is a blessing and awesome☺☺☺ Straight Outta Kenyan 🇰🇪 🇰🇪 🤙🏻+254🇰🇪 ✌✌🔥🔥,Yes,,https://t.co/I7bgw1uXqO,FALSE,1
Camina Drummer.,246442396,925,1002,43981,5,74,652,FALSE,2/2/2011 20:05,Nyandarua.,Not a cat | c’è il pane e la sassata | Nicola Coughlan fan account | soy lucha soy belleza | Treasonous criminal |,Yes,1.37E+18,,FALSE,1
yas🧃,1.20E+18,205,121,3118,0,23491,31,FALSE,12/1/2019 16:35,,Legal Realism.,Yes,,,FALSE,1
Akura_closet_raid,9.81E+17,157,188,1023,0,1255,149,FALSE,4/2/2018 19:53,"Pretoria, South Africa",Fashion Blogger; Model @KALU-Models; ECSA Registered Civil Engineer; Masters @UP (TUKS) ; 🇰🇪 🇿🇦; AfroHair & Travels.,Yes,,https://t.co/RH4rKqwPvO,FALSE,1
senior classic72,1.68E+18,0,27,9,0,2,0,FALSE,7/26/2023 20:11,,,Yes,,,FALSE,0
G_Mwangi,180181701,64,131,1964,0,2740,234,FALSE,8/19/2010 0:56,"Arizona, USA",SWE in training 👨🏿‍💻 | Techie 💻🖥️🎮 | ManU Forever | Army Vet | Being comfortable being uncomfortable,Yes,,,FALSE,1
QATARI,9.23E+17,434,1873,87660,0,43390,9,FALSE,10/24/2017 23:04,"Nairobi, Kenya",Customer Service | Client Relations | Call Center Management | Information Management | Librarian,Yes,,,FALSE,0
Jehova Witness🗣️🗣️,1.25E+18,2190,1207,23516,2,131622,28,FALSE,4/12/2020 21:16,Thika 😛😛😛😛massive,"🤣😅😅😅//just have fun
Laugh
😇😇Follow back.... Halafu uniambie",Yes,,,FALSE,0
Lilian Sabina,1.64E+18,9,87,154,0,559,0,FALSE,4/1/2023 21:24,,,Yes,,,FALSE,0
ACHAYO,8.25E+17,711,739,30061,0,63292,560,FALSE,1/27/2017 21:39,bandarini,"We don't do that anymore.

They not like us

 https://t.co/rTMIGyfbfE #FootballKE",Yes,1.78E+18,,FALSE,0
KCrestvis,7.13E+17,43,47,4436,0,10524,14,FALSE,3/23/2016 16:45,"Nairobi, Kenya",Photographer,Yes,1.80E+18,,FALSE,1
Emmanuel Chege🇵🇹,7.62E+17,1689,1375,59958,1,56639,3345,FALSE,8/6/2016 9:03,"Nairobi, Kenya","Kenyan🇰🇪..
Agricultural & Biosytems Engineer👨🏾‍🔧..
sports & politics analyst⚽️..
Writer📝..
Mancity💙..
#thefosbwithu💪🏾..",Yes,,https://t.co/2LU7jMEd1F,FALSE,0
David Mbogo,597379785,219,2135,463,0,848,11,FALSE,6/2/2012 10:42,"High Point, NC",A peasant Farmer,Yes,1.57E+18,https://t.co/yrPbnqDk8w,FALSE,1
marú,1.50E+18,463,1077,10260,0,34991,1,FALSE,2/26/2022 21:55,"Eldoret, Kenya","follow me, I'll follow back immediately",Yes,,,FALSE,0
Gary,9.41E+17,145,142,3640,0,41409,7,FALSE,12/12/2017 18:08,,Live yours,Yes,,,FALSE,1
Tevin Glein,2875995310,1088,2068,87591,13,153218,96,FALSE,11/14/2014 3:27,Kenya,My Life In Pisces 🧘🏾‍♂️,Yes,,https://t.co/9MBWPbRnyT,FALSE,0
#RutoMustGo✊️,1.20E+18,1206,470,25934,0,30144,666,FALSE,12/9/2019 9:59,Where the money's at,Civil Engineer.,Yes,,https://t.co/yv4VUozEFQ,FALSE,0
a.k.a CHRIS,806659152,939,1475,21900,4,9492,392,FALSE,9/6/2012 11:58,Africa,Mind the business that pays you.,Yes,,,FALSE,1
Frosty_stush,1.27E+18,47,62,72,0,16,4,FALSE,6/8/2020 3:32,,am friendly and open to try new things,Yes,,,FALSE,1
el chapito,2543630334,226,338,2937,1,54477,2,FALSE,6/3/2014 14:25,"Nairobi, Kenya",,Yes,,,FALSE,0
call me Papa F,9.79E+17,361,543,10170,0,16837,26,FALSE,3/29/2018 6:09,"Sindo, Kenya","es la vida.
Biologist. Research Scientist 🥼",Yes,,,FALSE,0
_skitttoh_,1.39E+18,12,34,975,0,150,1,FALSE,5/16/2021 11:05,,,Yes,1.80E+18,,FALSE,0
ONLY RISLEY,1.48E+18,293,364,9703,0,19726,73,FALSE,12/31/2021 15:07,,LLB ⚖️  || BIBLIOPHILE,Yes,,https://t.co/RrCWlh5iAN,FALSE,1
Jeff,1.00E+18,97,75,1240,0,335,3,FALSE,5/27/2018 20:08,,,Yes,1.51E+18,,FALSE,0
papetunde,1.60E+18,64,144,45,0,8,1,FALSE,12/16/2022 7:12,,,Yes,,,FALSE,0
PORTAL ENGINEERING (Portal Group of Companies),1.73E+18,8,65,71,0,34,0,FALSE,11/22/2023 17:19,,,Yes,,,FALSE,0
Alvin spencer,1.71E+18,67,190,512,0,3510,10,FALSE,10/7/2023 10:40,"Nairobi, Kenya",a young environmentalist dedicated to preserving the 🌎earth for future generations#arsenal fan#accountant,Yes,,,FALSE,0
Andy,1.37E+18,97,48,1855,0,6169,22,FALSE,3/13/2021 16:13,"Nairobi, Kenya","Food is the best cure, leading people-centered agricultural conversations. Keeping up with the technological developments in agriculture.",Yes,,,FALSE,0
De Babaz 🇰🇪,1.73E+18,26,494,131,0,1508,5,FALSE,12/5/2023 23:01,"Mombasa, Kenya",Allah can turn any situation around trust him.,Yes,,,FALSE,1
Mafirifiri Kwa Macho🌶,3175412272,3709,3032,104219,10,3986,4478,FALSE,4/17/2015 6:35,Elm Street,Account run by unpaid interns,Yes,,,FALSE,0
.jéfé,1.60E+18,392,392,9780,0,26102,4,FALSE,12/16/2022 7:13,,"never get high on your own supply.                                                                    
                            f**k y'all hoes get a grip mf",Yes,1.79E+18,,FALSE,1
f,1.34E+18,1541,1371,6763,0,3056,46,FALSE,12/8/2020 11:35,,for fun,Yes,1.71E+18,,FALSE,0
♟️,1.40E+18,1059,2120,23311,0,26482,1,FALSE,6/10/2021 19:28,Indoors.,Drafting a better bio.,Yes,1.56E+18,,FALSE,1
The Butcher,1531222495,1843,2517,61509,7,147160,91,FALSE,6/19/2013 15:43,"Nairobi, Kenya","Train your mind to see the positive in every situation #MUFC
Manchester United",Yes,,,FALSE,1
Alfafimel,1.09E+18,1039,5,18953,1,5,317,FALSE,1/20/2019 15:52,,"#RutoMustGo
#bekindtoyourself ♥  #GGMU #BTSARMY",Yes,1.80E+18,,FALSE,0
Lucy Kinyanjui,300861438,478,478,14429,0,12375,19,FALSE,5/18/2011 13:48,"Nairobi, Kenya.",I call it as I see it.,Yes,,,FALSE,1
Brian,1.53E+18,537,1489,4229,0,6102,4,FALSE,5/22/2022 5:27,"Kisumu, Kenya","Daktari 💉

If you don't like Chelsea I also don't like you 🙂",Yes,,,FALSE,1
Daktari ya Watoto,1.43E+18,532,1638,1198,1,1385,1,FALSE,8/29/2021 6:37,"Nairobi, Kenya",Nursing https://t.co/gfjekxA8Hh at Losumuyan group of companies.,Yes,,,FALSE,1
Olisaemeka,1.44E+18,231,2212,1272,0,82428,24,FALSE,10/3/2021 13:10,,patriot of an unborn nation,Yes,,,FALSE,0
otono,9.35E+17,22,52,164,0,51,0,FALSE,11/28/2017 8:58,,You have to try🤗,Yes,,,FALSE,1
Sky,2207497894,180,559,3534,0,21686,9,FALSE,12/4/2013 14:49,"Nairobi, Kenya",#COYS,Yes,,,FALSE,0
HEISENBERG𓃵,1.21E+18,1138,1225,9521,1,117971,168,FALSE,12/15/2019 18:22,Kenya,"Medical Laboratory Scientist.
#YNWA🔴",Yes,1.69E+18,,FALSE,1
Kymani Benson,1.76E+18,35,104,100,0,99,3,FALSE,2/7/2024 1:42,,,Yes,,,FALSE,0
Esteban🏌️,1.48E+18,330,830,7624,0,6276,74,FALSE,1/8/2022 16:57,"Sydney, New South Wales",Savage,Yes,,,FALSE,1
Clooney Mooney,313882840,109,472,5222,0,1147,397,FALSE,6/9/2011 11:11,"Nairobi, Kenya",#GodFirst #ManUnited #GorMahiaFc #DadHusband #SimpleFocused #Tackler,Yes,,https://t.co/moO8ozmx2g,FALSE,1
littlemisssunshine,1.74E+18,1,2,394,0,165,0,FALSE,12/20/2023 19:36,,,Yes,,,FALSE,0
Incognitus_green,1.79E+18,79,275,1827,0,2029,6,FALSE,5/10/2024 13:06,,,Yes,,,FALSE,0
Eng.Jodraclove wasike,1.59E+18,810,2186,4101,0,38303,5,FALSE,10/28/2022 20:32,,"Analogue at birth digital by design, Engineer,introvert, @arsenal✍️",Yes,,,FALSE,0
lit_ricky254,9.19E+17,6295,6555,32797,2,117904,40,FALSE,10/13/2017 3:15,"Nairobi, Kenya","MUFC⚽
Ancient of days.🙏
Worth.✊
Believe 🌝",Yes,,,FALSE,0
M'njara🇰🇪,8.66E+17,446,1822,15154,0,194606,684,FALSE,5/21/2017 15:10,"Nairobi, Kenya","📸Production || 🔴AFC || 🔶️McLaren || DC Comics

insta: @mnjara_",Yes,9.60E+17,,FALSE,1
Ian,3021339378,5351,4533,38462,2,21099,391,FALSE,2/15/2015 15:18,world wide web,Harder styles of music,Yes,,,FALSE,1
Kish_theGr8,1.38E+18,2030,957,15600,0,40121,82,FALSE,4/16/2021 13:30,Somewhere in Kenya,"Life is not a movie, come back to reality.",Yes,1.81E+18,,FALSE,1
Kenya Youths Union ®️,1.55E+18,951,4568,8875,1,9177,336,FALSE,7/19/2022 15:30,"Nairobi, Kenya","Motto: Empowering Communities, touching Youths Worldwide.
Email; Kenyayouthsunion2022@gmail.com 
; youthsrescueteam@gmail",Yes,1.64E+18,https://t.co/9Mz4LcXHM7,FALSE,0
D@nt€,2378533246,806,800,7833,1,26938,18,FALSE,3/3/2014 7:58,"Masaku, Kenya. ",Don't try.,Yes,,,FALSE,1
Cmarcus😏,1.62E+18,37,45,936,0,10286,68,FALSE,1/24/2023 9:24,,,Yes,,,FALSE,0
Mark,85505849,184,1372,2050,1,3599,14,FALSE,10/27/2009 5:35,"Nairobi, Kenya",,Yes,,,FALSE,0
anire,1.25E+18,270,649,2803,0,8786,3,FALSE,4/24/2020 23:29,,,Yes,,,FALSE,0
Money,1.25E+18,176,201,4496,0,15615,78,FALSE,4/19/2020 3:16,,You've got to do what you got to do.,Yes,1.33E+18,,FALSE,1
Wahito,8.34E+17,606,26,3680,0,124,2325,FALSE,2/22/2017 17:54,Kenya,Limitless,Yes,,,FALSE,0
Reece James,1.34E+18,237,520,10339,1,79374,13,FALSE,1/1/2021 7:42,,@chelseafc for life 💙💙,Yes,,,FALSE,1
A Silent Meru is a pretender,269397374,1355,4555,11312,1,9534,226,FALSE,3/20/2011 18:01,Nairobi,living life and jus loving it. Liverpool diehard.,Yes,,,FALSE,0
pesh Gitau,1.71E+18,28,108,18,0,43,0,FALSE,10/12/2023 9:39,,,Yes,,,FALSE,0
Jumper,1.40E+18,393,250,20796,0,15534,23,FALSE,5/25/2021 10:45,,simplicity,Yes,,,FALSE,1
Merv,104467033,10,168,489,0,1223,1,FALSE,1/13/2010 12:26,,,Yes,,,FALSE,0
vinny,1.61E+18,3,8,308,0,377,0,FALSE,12/22/2022 9:36,,,Yes,,,FALSE,0
Daima mimi Mkenya,1.65E+18,1,10,26,0,1025,5,FALSE,4/23/2023 21:31,,,Yes,,,FALSE,0
Naija First Son,1.75E+18,1055,1340,1568,0,1706,79,FALSE,2/1/2024 7:46,,,Yes,1.76E+18,,FALSE,0
ZAKAYO SHUKA,1.48E+18,48,97,7946,0,15578,4,FALSE,12/31/2021 15:49,,,Yes,,,FALSE,0
Dj Allie,4601436273,35104,34793,147528,22,241584,1146,FALSE,12/25/2015 15:59,Kenya,watch my live dj sets on ➡️https://t.co/5Tj0PORRyy ➡️https://t.co/G5wjVRktCN,Yes,,,FALSE,1
Big Ben,383638872,8337,3266,224344,31,6747,6558,FALSE,10/2/2011 7:22,Kenya,Trying stuff so you don't have to.,Yes,,,FALSE,1
N,2514324885,270,1088,1453,2,150,17,FALSE,4/28/2014 8:47,"Nairobi, Kenya",,Yes,,,FALSE,0
w.o.o_baby👊,1.44E+18,77,135,895,0,8115,4,FALSE,9/23/2021 16:27,,BIG092,Yes,,,FALSE,1
Obu,1.47E+18,88,1146,2798,1,1563,29,FALSE,12/6/2021 15:25,,Music Connoisseur,Yes,,,FALSE,0
James Muriuki,88148330,660,536,14916,4,242,321,FALSE,11/7/2009 8:48,nairobi kenya,"Funding director @Maxprotectke 
PanAfricanist . 
I believe we are all human , and we all deserve a descent life . The world has enough resources for everyone.",Yes,,https://t.co/6wIRFknVUC,FALSE,1
Oscargave,4866327269,284,167,8315,0,28843,42,FALSE,1/31/2016 11:26,,I rush toward being alone the same way rivers rush toward the sea.,Yes,,,FALSE,1
Dan!£l,1.56E+18,12,105,1072,0,665,2,FALSE,8/16/2022 9:43,,No one,Yes,,,FALSE,1
Oliver Maaya,1.20E+18,643,5348,39036,1,46134,2,FALSE,11/26/2019 13:02,Nairobi,"Son to 'HIS MAKER'. Politics, Wildlife, Nature Conservation and HUMANITY, The Living Son of Soil.",Yes,,https://t.co/wlFk2OzNia,FALSE,0
Mwash Davi,7.04E+17,102,326,530,0,106,14,FALSE,2/28/2016 17:52,Kenya,,Yes,,,FALSE,0
